geolocation_zip_code_prefix,lat,lng,state,city
15570,-20.079705923312662,-49.91340483067864,SP,cardoso
15580,-19.97878529803598,-50.1366453920656,SP,mira estrela
15600,-20.283955823330007,-50.24895240386773,SP,fernandopolis
15601,-20.29595508362805,-50.25352307457335,SP,fernandopolis
15603,-20.284016680741093,-50.24284254383561,SP,fernandopolis
15604,-20.302312290735312,-50.246548296101054,SP,fernandópolis
15607,-20.27779539634842,-50.24470596034124,SP,fernandópolis
15608,-20.27223072284255,-50.24325977095374,SP,fernandopolis
15610,-20.27992376887236,-50.25579885917082,SP,brasitânia
15612,-20.27681574442903,-50.26244104724802,SP,fernandópolis
15617,-20.280593376469294,-50.255185629721325,SP,brasitania
15620,-20.146467305729395,-50.195603250000005,SP,macedonia
15625,-20.356239618743267,-50.17426346499293,SP,meridiano
15630,-20.24931062018371,-50.11008182346432,SP,pedranopolis
15640,-20.39003931634734,-50.37796317927565,SP,sao joao das duas pontes
15650,-20.285088083970646,-50.39880095240839,SP,estrela d'oeste
15670,-19.94272166420496,-50.5382881803198,SP,populina
15680,-20.07444702661724,-50.34025628603364,SP,guarani d'oeste
15685,-20.0019394282266,-50.37558054591818,SP,ouroeste
15690,-19.97992918980853,-50.28912063900293,SP,indiapora
15700,-20.270083822937394,-50.54646481535692,SP,jales
15703,-20.27751106163731,-50.54320378301635,SP,jales
15704,-20.277985488757647,-50.55171984064756,SP,jales
15706,-20.269776884285324,-50.559011521898455,SP,jales
15707,-20.253783226879236,-50.55027765999819,SP,jales
15708,-20.26695644286633,-50.519345883571305,SP,jales
15710,-20.35985657274928,-50.696733562959395,SP,sao francisco
15713,-20.19760632222022,-50.48434542027662,SP,vitoria brasil
15715,-20.466371273027903,-50.60664284946691,SP,dirce reis
15718,-20.44047971209936,-50.52246730435475,SP,pontalinda
15720,-20.416194370617323,-50.7625513424886,SP,palmeira d'oeste
15730,-20.44184566357639,-50.823212222965566,SP,marinopolis
15735,-20.452888762128737,-50.88104577280674,SP,aparecida d'oeste
15740,-20.124084677435132,-50.51220388362557,SP,dolcinopolis
15745,-20.102547557468114,-50.589259866783756,SP,paranapua
15748,-19.966157550297524,-50.62113505231617,SP,mesopolis
15750,-20.031993188803344,-50.727482412172,SP,santa albertina
15755,-20.053525499999992,-50.47539714449958,SP,turmalina
15760,-20.24568915599192,-50.644393047704746,SP,urania
15763,-20.16070534896042,-50.72525455354662,SP,aspasia
15765,-20.25328866806236,-50.798528268143706,SP,santana da ponte pensa
15768,-20.245485345199008,-50.68923701299494,SP,santa salete
15770,-20.237574247959685,-50.889794710347836,SP,tres fronteiras
15773,-20.38493774177744,-50.94917525157589,SP,nova canaa paulista
15775,-20.20573692802297,-50.92692375841509,SP,santa fe do sul
15780,-20.14499505690943,-50.83132378536088,SP,santa rita d'oeste
15785,-20.092271933074464,-50.92705575,SP,santa clara d'oeste
15790,-20.17240700964284,-51.00113194992903,SP,rubineia
15800,-21.140472077057574,-48.97404095850885,SP,catanduva
15801,-21.1364834141035,-48.980873619481805,SP,catanduva
15802,-21.14297431112588,-48.99451698756156,SP,catanduva
15803,-21.128896058283807,-48.993139743212495,SP,catanduva
15804,-21.12102223688614,-48.97167573938812,SP,catanduva
15805,-21.124255389953248,-48.96311791433659,SP,catanduva
15806,-21.132950799194987,-48.95897914432453,SP,catanduva
15807,-21.123846966371453,-48.95152188481737,SP,catanduva
15808,-21.14123141819782,-48.94716983999366,SP,catanduva
15809,-21.1446019067459,-48.96371120080501,SP,catanduva
15810,-21.153145298647225,-48.97061050708395,SP,catanduva
15811,-21.176891203445077,-49.001242295314185,SP,catanduva
15812,-21.159114223580964,-48.99353522023772,SP,catanduva
15813,-21.129375430615777,-49.01634047380748,SP,catanduva
15816,-21.15929949375326,-48.94485414237697,SP,catanduva
15820,-21.097050683190034,-48.66292150064223,SP,pirangi
15823,-21.16918303862985,-49.11107902050273,SP,elisiario
15825,-21.018977918357912,-48.77403805179215,SP,paraiso
15828,-21.08607934821609,-48.804270769976,SP,palmares paulista
15830,-21.18586591167535,-48.90648664492037,SP,pindorama
15835,-21.254701125019395,-48.97940816731462,SP,roberto
15840,-21.31536280257076,-49.05537691243335,SP,itajobi
15845,-21.25742282301977,-49.12960715733374,SP,marapoama
15850,-21.20319223140619,-49.29214315577372,SP,urupes
15855,-27.612420313848425,-48.59428743747125,SP,sao joao de itaguacu
15860,-21.08297015984822,-49.239539621648696,SP,ibira
15868,-21.081026351979624,-49.24164245159575,SP,termas de ibira
15870,-21.050490827196544,-49.060920951401926,SP,catigua
15880,-20.96353271281558,-49.03290557938275,SP,tabapua
15885,-20.995718628433977,-48.91922515265274,SP,novais
15890,-20.955315137233494,-49.174589446196414,SP,uchoa
15895,-20.90269059089549,-49.26843075766668,SP,cedral
15900,-21.40575900554004,-48.5036568684573,SP,taquaritinga
15903,-21.44830590538028,-48.57495884443414,SP,taquaritinga
15905,-21.40372075289848,-48.49869814927875,SP,jurupema
15910,-21.263914108288613,-48.495645,SP,monte alto
15915,-21.26330628655622,-48.47997969087645,SP,aparecida de monte alto
15920,-21.17230140613495,-48.631063940677834,SP,vista alegre do alto
15930,-21.325646165250465,-48.6331754136793,SP,candido rodrigues
15940,-21.26666105408586,-48.687322931652744,SP,fernando prestes
15945,-21.17250511792656,-47.83007176134622,SP,agulha
15950,-21.24208336331261,-48.80464071141578,SP,santa adelia
15953,-21.508155563061017,-47.749366492027484,SP,botelho
15960,-21.18961659794096,-48.78730162216991,SP,ariranha
15970,-21.46186533591358,-48.3909609637834,SP,santa ernestina
15980,-21.516181663814145,-48.39204722882016,SP,dobrada
15990,-21.60420797769884,-48.36489314654624,SP,matao
15991,-21.625096478502417,-48.3494965705225,SP,matao
15993,-21.62103763627445,-48.36334275365033,SP,matao
15995,-21.5995874254718,-48.38776015598131,SP,matao
15996,-21.5879241268394,-48.37536730143102,SP,matao
15997,-21.592708800144862,-48.35639467929482,SP,matao
15999,-21.550631422798656,-48.53124623938883,SP,matão
16010,-21.20817428198398,-50.439614636971626,SP,aracatuba
16011,-21.206813621290937,-50.4246866506825,SP,aracatuba
16012,-21.21224751471518,-50.40380276970684,SP,aracatuba
16013,-21.220305852068773,-50.416802544405336,SP,aracatuba
16015,-21.213362488343236,-50.43346962753188,SP,aracatuba
16016,-21.23119598834323,-50.42414401846609,SP,aracatuba
16018,-21.22665535720467,-50.43628367652801,SP,aracatuba
16020,-21.22252141271852,-50.44588268568579,SP,aracatuba
16021,-21.226885637803672,-50.45620367485143,SP,aracatuba
16022,-21.23133541993187,-50.464380638222906,SP,aracatuba
16023,-21.22978173105776,-50.47243419200058,SP,araçatuba
16025,-21.213234471002323,-50.45541999999995,SP,aracatuba
16026,-21.217283292881984,-50.468208118789306,SP,aracatuba
16050,-21.1980758300872,-50.442432304677126,SP,aracatuba
16052,-21.17211054727285,-50.43933637381284,SP,aracatuba
16055,-21.19252295870145,-50.429994262114576,SP,aracatuba
16056,-21.186562152921418,-50.42808240966011,SP,aracatuba
16057,-21.17228655800825,-50.45010287913321,SP,aracatuba
16058,-21.159879731721688,-50.45623059048412,SP,aracatuba
16067,-21.178167296699154,-50.4514810269202,SP,aracatuba
16070,-21.200779582771446,-50.47794961133435,SP,aracatuba
16071,-21.206442743128537,-50.466135164031385,SP,aracatuba
16072,-21.202463469109176,-50.4574561941399,SP,aracatuba
16074,-21.194200326267065,-50.45246064168641,SP,aracatuba
16075,-21.18687097807146,-50.45896812600268,SP,aracatuba
16076,-21.183195716441883,-50.485213590179775,SP,aracatuba
16078,-21.171833451528205,-50.467718442454114,SP,aracatuba
16080,-21.146575142696783,-50.46475457961535,SP,araçatuba
16087,-21.20289946408463,-50.432005334663046,SP,araçatuba
16130,-20.93539754538829,-50.495990667382095,SP,santo antonio do aracangua
16200,-21.29407401379749,-50.34295220346251,SP,birigui
16201,-21.27537241391624,-50.33255050652044,SP,birigui
16202,-21.284953188062783,-50.31845585766597,SP,birigui
16203,-21.29718583716837,-50.32590833469731,SP,birigui
16204,-21.303652458988616,-50.35442002862485,SP,birigui
16205,-21.30775499999993,-50.36573967128402,SP,birigui
16206,-21.286208061967283,-50.36386604459426,SP,birigui
16207,-21.30431420437884,-50.37613015437994,SP,birigui
16208,-21.24488368072713,-50.32219195367088,SP,birigui
16210,-21.403128631351965,-50.47494406044296,SP,bilac
16220,-21.529884960354728,-50.55246497087644,SP,gabriel monteiro
16230,-21.593251283995134,-50.599908763585965,SP,piacatu
16240,-21.6369011462465,-50.50047779071326,SP,santopolis do aguapei
16250,-21.558720707345078,-50.44623449869436,SP,clementina
16260,-21.35512849934266,-50.28482297686622,SP,coroados
16265,-21.16791912740581,-50.185463683984736,SP,brejo alegre
16270,-21.383906266057547,-50.209158431585706,SP,glicerio
16280,-22.52583236898587,-48.37461357329222,SP,juritis
16290,-21.504970219436306,-50.32412415141172,SP,brauna
16300,-21.419488144874002,-50.07620982068566,SP,penapolis
16301,-21.426847789373337,-50.0643276561055,SP,penapolis
16303,-21.42882443052843,-50.0717398199599,SP,penapolis
16304,-21.43890147950148,-50.076963958313655,SP,penapolis
16305,-21.430873544820937,-50.08722856241691,SP,penapolis
16306,-21.416448297399736,-50.08785229028336,SP,penapolis
16308,-21.409691679776046,-50.08247179673953,SP,penapolis
16309,-21.39938545151147,-50.07910360930887,SP,penapolis
16310,-21.583168742214863,-50.16737017613085,SP,alto alegre
16340,-21.67535270745588,-50.3284179350587,SP,luiziania
16350,-21.264703976967027,-49.95093830180327,SP,barbosa
16360,-21.4583735618344,-49.94460656305607,SP,avanhandava
16370,-21.54077680916818,-49.85700359665669,SP,promissao
16400,-21.6736142894858,-49.75706520613485,SP,lins
16401,-21.665816701188078,-49.74205510050121,SP,lins
16402,-21.675109536773626,-49.734114505104436,SP,lins
16403,-21.690354186350497,-49.74587198014892,SP,lins
16404,-21.677133550968698,-49.74280027208789,SP,lins
16406,-21.656573817335406,-49.76415407981919,SP,lins
16430,-21.623831094866652,-49.79801297833681,SP,guaicara
16440,-21.46058690545908,-49.57688492575681,SP,sabino
16450,-21.798812555996555,-49.93099037194534,SP,getulina
16480,-21.910334312353815,-49.89635295278301,SP,guaimbe
16500,-21.806688623479666,-49.604713417675256,SP,cafelandia
16510,-22.27641683476647,-51.48329406577946,SP,simoes
16570,-21.89466748779752,-49.5889855232339,SP,guaranta
16600,-21.996077229850343,-49.456480228247415,SP,pirajui
16640,-21.901038055944788,-49.35610402870115,SP,balbinos
16650,-21.783577323193835,-49.28173558519679,SP,uru
16660,-21.737384370444076,-49.358572413042566,SP,pongai
16670,-22.097112859277757,-49.438660374787304,SP,presidente alves
16680,-22.15737007152748,-49.331486240211,SP,avai
16700,-21.25013905331707,-50.64596986759825,SP,guararapes
16750,-21.299239887663198,-50.729111626803,SP,rubiacea
16790,-21.27432643670673,-50.81097728311534,SP,bento de abreu
16800,-21.134712204873303,-51.10328439406817,SP,mirandopolis
16830,-23.49502295337295,-46.80114289454088,SP,tres aliancas
16850,-21.16727485481273,-51.04260008836805,SP,lavinia
16880,-21.22509060741854,-50.86649103947004,SP,valparaiso
16900,-20.904888960312192,-51.382706228143576,SP,andradina
16901,-20.89444583107576,-51.37480937158949,SP,andradina
16902,-20.90500104540237,-51.35867962707962,SP,andradina
16903,-20.9006532000638,-51.39505702553522,SP,andradina
16905,-20.884900499999997,-51.367473,SP,andradina
16920,-20.86797700797572,-51.4896172270098,SP,castilho
16940,-21.107498990731827,-51.491248547757316,SP,nova independencia
16950,-20.993598058022396,-51.277042170050784,SP,murutinga do sul
16980,-21.033299784359404,-51.20701073393697,SP,guaracai
17010,-22.320616316406,-49.072180334579656,SP,bauru
17011,-22.33095011881535,-49.05300270519702,SP,bauru
17012,-22.336914844307163,-49.06153689090554,SP,bauru
17013,-22.321930499999997,-49.060525783368945,SP,bauru
17014,-22.33451214876793,-49.07592037526672,SP,bauru
17015,-22.325849093389458,-49.07367968064902,SP,bauru
17016,-22.340076489104927,-49.06871553191185,SP,bauru
17017,-22.347226345351558,-49.06055597073071,SP,bauru
17018,-22.35957556793258,-49.05091136579618,SP,bauru
17020,-22.30557813405276,-49.06668556036128,SP,bauru
17021,-22.298634,-49.0780625656414,SP,bauru
17022,-22.27626761997096,-49.073061131849414,SP,bauru
17023,-22.28130983569329,-49.05527664002536,SP,bauru
17024,-22.29606822344036,-49.06307129516995,SP,bauru
17025,-22.303125403413357,-49.05282559501161,SP,bauru
17026,-22.29394874475806,-49.04553452871522,SP,bauru
17027,-22.28648469054756,-49.03299887395149,SP,bauru
17030,-22.321867318050785,-49.04627042704694,SP,bauru
17031,-22.324817996393318,-49.01946869226444,SP,bauru
17032,-22.321701440318513,-49.02886625465973,SP,bauru
17033,-22.33215060892156,-49.03237793727278,SP,bauru
17034,-22.3130330385483,-49.03271692951117,SP,bauru
17035,-22.321364728417965,-49.00316486332149,SP,bauru
17037,-22.339846960658548,-48.953196156718896,SP,bauru
17039,-22.30495024735952,-49.00215965208616,SP,bauru
17047,-22.334371191486433,-49.04433365394691,SP,bauru
17048,-22.369647738895058,-49.02809193910721,SP,bauru
17050,-22.326380763038312,-49.095505579536805,SP,bauru
17051,-22.331083745772943,-49.100564840123546,SP,bauru
17052,-22.34193886788048,-49.0954053358244,SP,bauru
17053,-22.35842999999994,-49.072005674591615,SP,bauru
17054,-22.34664323306959,-49.08915189318456,SP,bauru
17055,-22.33864515414364,-49.11128678194573,SP,bauru
17056,-22.353254767471807,-49.10113233057293,SP,bauru
17057,-22.323120480293152,-49.1243183379969,SP,bauru
17060,-22.315576337771958,-49.08168560560333,SP,bauru
17063,-22.30950121259167,-49.08819483505977,SP,bauru
17064,-22.304163741589345,-49.09188405216696,SP,bauru
17065,-22.31408028197325,-49.11876089632989,SP,bauru
17066,-22.30677621512001,-49.11089157548048,SP,bauru
17067,-22.30778799583073,-49.10233440872954,SP,bauru
17110,-22.236612118515183,-49.11559758405928,SP,bauru
17120,-22.471616394758044,-48.9893998844055,SP,agudos
17123,-22.470826686750506,-48.99541357480976,SP,agudos
17128,-22.460146490389523,-48.983849587341254,SP,agudos
17132,-22.46764780271769,-48.98338747714546,SP,agudos
17150,-22.578742863275487,-49.40369050988732,SP,paulistania
17160,-22.02850801095088,-48.912126497786495,SP,arealva
17170,-23.704334452908693,-46.71218969149282,SP,jacuba
17180,-21.89115571618403,-49.02214949376338,SP,iacanga
17190,-21.888755067679092,-49.22187591409251,SP,reginopolis
17201,-22.294116367192245,-48.55793343923256,SP,jau
17202,-22.300831557111177,-48.56006489425241,SP,jau
17203,-22.30423204404114,-48.5706862507646,SP,jau
17204,-22.292048121664983,-48.57715690819786,SP,jau
17205,-22.29344505272213,-48.56812850652086,SP,jau
17206,-22.266702750310053,-48.56470962028017,SP,jau
17207,-22.285535689422368,-48.55737449063127,SP,jau
17208,-22.27443467638064,-48.55501036164806,SP,jau
17209,-22.277216273975142,-48.5432584317704,SP,jau
17210,-22.284485664723874,-48.5368133680247,SP,jau
17211,-22.30109683596861,-48.54226697515725,SP,jau
17212,-22.31562374202204,-48.54671856196259,SP,jau
17213,-22.31138721665406,-48.581677317444736,SP,jau
17214,-22.292004661809685,-48.51514225555425,SP,jau
17215,-22.26577389953255,-48.54739285206878,SP,jau
17220,-22.365660629767795,-48.66863735019331,SP,jau
17230,-22.23370404240945,-48.72008575861355,SP,itapui
17240,-22.142922091743284,-48.52674587800067,SP,bocaina
17250,-22.07313272845746,-48.739404089229716,SP,bariri
17260,-21.98102953162721,-48.80522791735455,SP,itaju
17270,-22.196483047945584,-48.77793605729372,SP,boraceia
17280,-22.347145496413017,-48.7803437644446,SP,pederneiras
17285,-22.311514110761017,-48.89054504467095,SP,guaianas
17288,-22.197288042509594,-48.87553297553746,SP,santelmo
17290,-22.51322529681131,-48.71754721686364,SP,macatuba
17300,-22.368782136966257,-48.3850446236578,SP,dois corregos
17310,-22.250351684575868,-48.38464116202757,SP,guarapua
17320,-22.41266271777723,-48.45158291779485,SP,mineiros do tiete
17340,-22.489557434009633,-48.5608452682853,SP,barra bonita
17350,-22.515499488770807,-48.56325343829344,SP,igaracu do tiete
17360,-22.42980484583404,-48.16978133337022,SP,torrinha
17370,-22.569322054629243,-48.15740443002697,SP,santa maria da serra
17380,-22.283614299194987,-48.12550881189371,SP,brotas
17400,-22.211035197694002,-49.6557903984333,SP,garca
17405,-22.21176081447915,-49.73043910837356,SP,jafa
17410,-22.08294695514912,-49.718091180373705,SP,alvaro de carvalho
17420,-22.414948932952957,-49.817860633575876,SP,lupercio
17430,-22.44190790556612,-49.76379158016073,SP,alvinlandia
17440,-22.52757207173559,-49.66177378101142,SP,ubirajara
17450,-22.292003571268516,-49.55139130122395,SP,galia
17455,-22.360549707243237,-49.52121135556797,SP,fernao
17470,-22.41410776822521,-49.40452347554712,SP,duartina
17475,-22.43093421200132,-49.52220191387249,SP,lucianopolis
17479,-22.414406224833225,-49.413996777231695,SP,duartina
17480,-22.45621548435729,-49.337771244659976,SP,cabralia paulista
17490,-22.414446697897635,-49.13740817070234,SP,piratininga
17492,-22.415853360577977,-49.14272138231224,SP,piratininga
17495,-22.413305595169145,-49.14401719524475,SP,piratininga
17498,-22.419540490330387,-49.13928907109154,SP,piratininga
17500,-22.21793127200065,-49.95108171560338,SP,marilia
17501,-22.22230827921401,-49.947294336805335,SP,marilia
17502,-22.223682471276454,-49.95858165168212,SP,marilia
17503,-22.22447111362587,-49.96583868484909,SP,marilia
17504,-22.213919097740828,-49.957488146734775,SP,marilia
17505,-22.20255827699232,-49.968265059813,SP,marilia
17506,-22.203980233602536,-49.959220534148,SP,marilia
17507,-22.191611364418023,-49.96298504256548,SP,marilia
17509,-22.213608516792643,-49.94562551936614,SP,marilia
17510,-22.19556970552753,-49.95232389647413,SP,marilia
17511,-22.180398575592847,-49.95672899994832,SP,marilia
17512,-22.160370804486707,-49.96249177165441,SP,marilia
17513,-22.20312693796528,-49.93823342687111,SP,marilia
17514,-22.187854718564274,-49.92825826593332,SP,marilia
17515,-22.210601786438325,-49.9388464444415,SP,marilia
17516,-22.223745882314763,-49.92832719344742,SP,marilia
17519,-22.23017712851284,-49.93713569969415,SP,marilia
17520,-22.238487,-49.92490321741853,SP,marilia
17521,-22.23789949356339,-49.916993864490145,SP,marilia
17522,-22.249291450048055,-49.92958945628713,SP,marilia
17523,-22.25460065639966,-49.93594210206878,SP,marilia
17524,-22.241722625728553,-49.93239003676187,SP,marilia
17525,-22.233113354988234,-49.96477099219082,SP,marilia
17526,-22.2333666126137,-49.97605108857579,SP,marilia
17527,-22.22039167776561,-49.97496896525404,SP,marilia
17532,-22.22561246203763,-49.963339358985536,SP,marília
17533,-22.15641109576426,-50.00358587856965,SP,marilia
17539,-22.22073602763148,-49.88346013059084,SP,marilia
17540,-22.43963659141131,-49.92032479498194,SP,ocaucu
17550,-22.011604969162068,-49.79140808051452,SP,julio mesquita
17560,-22.221977770717874,-49.82337107366543,SP,vera cruz
17570,-22.15321602806684,-50.0950935,SP,oriente
17580,-22.104972987025352,-50.178282023539516,SP,pompeia
17590,-21.79802836603989,-50.2401467756012,SP,queiroz
17600,-21.933760651112223,-50.51465238215732,SP,tupa
17601,-21.926665892738317,-50.513100546811245,SP,tupa
17602,-21.930852048164894,-50.49756182976886,SP,tupa
17603,-21.94180954379729,-50.50226052698943,SP,tupa
17604,-21.94313092113401,-50.51633729674049,SP,tupa
17605,-21.935531958631657,-50.52480176518337,SP,tupa
17606,-21.927449000568323,-50.53001554115472,SP,tupa
17607,-21.92165121810581,-50.524178388214175,SP,tupa
17610,-21.923533079665013,-50.50284233874162,SP,tupa
17625,-22.082932678929353,-50.540399184704285,SP,tupa
17630,-21.772950849716217,-50.46536208482641,SP,arco-iris
17650,-22.003707935636236,-50.38809619569336,SP,herculandia
17670,-22.0699891358708,-50.30631164434985,SP,quintana
17680,-21.857601016392028,-50.68777755143762,SP,iacri
17690,-21.921298982885077,-50.73202996925728,SP,bastos
17700,-21.79651124143253,-50.8792022587087,SP,osvaldo cruz
17710,-21.883263327463848,-50.9559910895874,SP,sagres
17720,-21.62391940774029,-50.858896383360744,SP,salmourao
17730,-21.782409239033026,-50.79137335892627,SP,parapua
17740,-21.72762297328829,-50.72387501570218,SP,rinopolis
17760,-21.769701915466086,-50.9624253981769,SP,inubia paulista
17780,-21.72326963958982,-51.01955826394165,SP,lucelia
17790,-21.85271947185035,-51.08702932363318,SP,pracinha
17800,-21.686599240757907,-51.075784747070934,SP,adamantina
17810,-21.796119005923835,-51.18208883660527,SP,mariapolis
17830,-21.615542599203067,-51.17106680967376,SP,florida paulista
17860,-21.56240518890957,-51.26400190026158,SP,pacaembu
17870,-21.676962204920127,-51.38153984302801,SP,flora rica
17880,-21.568643895945364,-51.351611764007615,SP,irapuru
17890,-21.5120846693651,-51.435475634257486,SP,junqueiropolis
17900,-21.486471927360125,-51.533519507923636,SP,dracena
17905,-24.22240011511428,-46.8817166221486,SP,jamaica
17920,-21.489882376851902,-51.700847868926246,SP,ouro verde
17930,-21.38558569053625,-51.573010618817506,SP,tupi paulista
17940,-21.3525552494104,-51.75319624860667,SP,santa mercedes
17950,-21.333015081384488,-51.64561249999996,SP,nova guataporanga
17960,-21.299375398773257,-51.567750788645306,SP,monte castelo
17970,-21.27005549787315,-51.66611944926184,SP,sao joao do pau d'alho
17980,-21.361250377133736,-51.85724255165111,SP,panorama
17990,-21.31344244845384,-51.83632451652854,SP,pauliceia
18010,-23.50050326686477,-47.458412293297805,SP,sorocaba
18013,-23.492205276075552,-47.434767881394976,SP,sorocaba
18015,-23.5035911312828,-47.42963911490015,SP,sorocaba
18016,-23.495578904182445,-47.428831293784974,SP,sorocaba
18017,-23.491843736654435,-47.4095082072799,SP,sorocaba
18020,-23.50623958312654,-47.44285134540369,SP,sorocaba
18021,-23.50847868124239,-47.42812428622254,SP,sorocaba
18022,-23.5222577570651,-47.43510342877521,SP,sorocaba
18023,-23.510531622008717,-47.35567458852158,SP,sorocaba
18025,-23.51598190375999,-47.44275645510419,SP,sorocaba
18030,-23.509616605603348,-47.46048507438396,SP,sorocaba
18031,-23.515794754371285,-47.45735176076508,SP,sorocaba
18035,-23.50095891733691,-47.462172582636065,SP,sorocaba
18040,-23.506140161325376,-47.47047479156328,SP,sorocaba
18043,-23.505710500144232,-47.48188274770619,SP,sorocaba
18044,-23.510414640025367,-47.47755500499165,SP,sorocaba
18045,-23.51898546932889,-47.48568512738764,SP,sorocaba
18046,-23.52189665389564,-47.4748678425117,SP,sorocaba
18047,-23.520376298699418,-47.464498618057085,SP,sorocaba
18048,-23.536790412718517,-47.46870306938549,SP,sorocaba
18050,-23.514829071881266,-47.49608254564334,SP,sorocaba
18051,-23.51745974355125,-47.50419526344921,SP,sorocaba
18052,-23.530798592561595,-47.49566824439074,SP,sorocaba
18053,-23.50103547792722,-47.51798650996727,SP,sorocaba
18054,-23.49274286234056,-47.520692209129216,SP,sorocaba
18055,-23.498320340608274,-47.501808045516185,SP,sorocaba
18056,-23.507483553147917,-47.50344631530941,SP,sorocaba
18057,-23.48054439439665,-47.50954370774423,SP,sorocaba
18060,-23.49152145045876,-47.4700200298344,SP,sorocaba
18061,-23.49512310703413,-47.48422303566279,SP,sorocaba
18065,-23.4853411640076,-47.47911917124475,SP,sorocaba
18066,-23.480652126691457,-47.49619347043972,SP,sorocaba
18070,-23.472760138015616,-47.48459631921051,SP,sorocaba
18071,-23.463366129609355,-47.50333563273412,SP,sorocaba
18072,-23.43453616888496,-47.50933392841965,SP,sorocaba
18073,-23.392829106605845,-47.5191016364624,SP,sorocaba
18074,-23.45296347016561,-47.488621955594645,SP,sorocaba
18075,-23.47456247661731,-47.46832082653356,SP,sorocaba
18076,-23.46286388926077,-47.47192142922271,SP,sorocaba
18077,-23.45424446169717,-47.47535088454323,SP,sorocaba
18078,-23.439417904524205,-47.46771412254022,SP,sorocaba
18079,-23.43411781571351,-47.477925945825476,SP,sorocaba
18080,-23.485568888424048,-47.459040352954005,SP,sorocaba
18081,-23.477183915906842,-47.45104546821802,SP,sorocaba
18084,-23.47591158560804,-47.41709676602804,SP,sorocaba
18085,-23.472557889401585,-47.43485917490944,SP,sorocaba
18086,-23.448172463329573,-47.45054575117925,SP,sorocaba
18087,-23.451192586441742,-47.40810173307774,SP,sorocaba
18090,-23.48180830521743,-47.44750717415892,SP,sorocaba
18095,-23.48837874271452,-47.44878356509313,SP,sorocaba
18103,-23.41882311285771,-47.41656602261881,SP,sorocaba
18104,-23.411630708162598,-47.38953243594541,SP,sorocaba
18105,-23.39803183879867,-47.37652746364473,SP,sorocaba
18108,-23.502567676669088,-47.36963989638951,SP,sorocaba
18110,-23.542559946996306,-47.45678295253622,SP,votorantim
18111,-23.535666933049203,-47.440227052888126,SP,votorantim
18112,-23.529197169023043,-47.43389351555191,SP,votorantim
18113,-23.538484340007987,-47.414369139405,SP,votorantim
18114,-23.542605,-47.43756377699231,SP,votorantim
18115,-23.55844997607096,-47.45236003762467,SP,votorantim
18116,-23.549487057158625,-47.46168978827011,SP,votorantim
18117,-23.568545985129155,-47.45887838498334,SP,votorantim
18118,-23.475461855285072,-46.85306482807587,SP,votorantim
18119,-23.54186173935379,-47.49249174420994,SP,votorantim
18120,-23.54237168575625,-47.19010685592537,SP,mairinque
18125,-23.52196121159169,-47.2549166167097,SP,aluminio
18130,-23.531196801775152,-47.134767198511184,SP,sao roque
18131,-23.530925282474204,-47.15213217668265,SP,sao roque
18132,-23.52119957092964,-47.13951957009586,SP,sao roque
18133,-23.518574984044065,-47.13072727192853,SP,sao roque
18134,-23.523834992626043,-47.13097349778183,SP,sao roque
18135,-23.54580201165676,-47.12089399260981,SP,sao roque
18136,-23.550864527518783,-47.134464924216346,SP,sao roque
18140,-23.540228595361175,-47.03792157369425,SP,sao roque
18143,-23.560979404987414,-47.08801875740269,SP,sao roque
18145,-23.60489964749256,-47.150677930073314,SP,sao roque
18147,-23.434018523536,-47.065370158422375,SP,aracariguama
18150,-23.656709846317163,-47.21874050355154,SP,ibiuna
18155,-23.6642773518634,-47.272414194846036,SP,paruru
18160,-23.650244312827898,-47.5761217787836,SP,salto de pirapora
18170,-23.712859098700683,-47.41623869785824,SP,piedade
18180,-23.96397399151788,-47.50515714199032,SP,tapirai
18185,-23.81286528566852,-47.71895832790252,SP,pilar do sul
18190,-23.50881422546093,-47.61194381391098,SP,aracoiaba da serra
18195,-23.47154308902332,-47.73855280874687,SP,capela do alto
18200,-23.58798454662256,-48.0442202454346,SP,itapetininga
18201,-23.585284023283343,-48.03600512907585,SP,itapetininga
18202,-23.58751434109018,-48.01852589589821,SP,itapetininga
18203,-23.596755724332972,-48.03492930904762,SP,itapetininga
18204,-23.607760710117823,-48.01382834757349,SP,itapetininga
18205,-23.599576530401293,-48.05028864816572,SP,itapetininga
18206,-23.618668798879924,-48.06235753343369,SP,itapetininga
18207,-23.60178256271525,-48.06461474961955,SP,itapetininga
18208,-23.59158402242358,-48.06894723269191,SP,itapetininga
18209,-23.584783930069037,-48.06996679185816,SP,itapetininga
18210,-23.58188265289871,-48.05357132746008,SP,itapetininga
18211,-23.56367387491741,-48.04124522120196,SP,itapetininga
18212,-23.571836373368974,-48.03685246737355,SP,itapetininga
18213,-23.572040960635395,-48.024600080020015,SP,itapetininga
18214,-23.578989461977965,-48.02129376307742,SP,itapetininga
18215,-23.58676946974869,-47.98226872233388,SP,itapetininga
18216,-22.042863315079195,-47.89293323886167,SP,conceição
18217,-23.59913110904706,-48.31784554740369,SP,rechan
18218,-23.770691863426485,-48.12964897398907,SP,gramadinho
18220,-23.564723981558146,-47.8844532848165,SP,alambari
18225,-23.64087081315594,-47.82689024457201,SP,sarapui
18230,-23.879759451528013,-47.996544769731614,SP,sao miguel arcanjo
