customer_unique_id,avg_item_price,avg_photos_qty,promised_lead_days,max_installments,recency_days,avg_freight_value,n_categories,avg_items,avg_distance_km,n_payment_types,used_voucher,top_category,payment_type,avg_review_score,avg_delay_days,pct_late_deliveries,is_repeat
e49827ca094e064961a832e570dd1f04,99.99,5.0,30,1.0,9,38.78,1.0,2.0,2374.89,1.0,0.0,telephony,credit_card,1.0,-9.0,0.0,0
c5a013d287b0cb15bd4e3d8ce02a676c,49.9,1.0,21,3.0,8,18.23,1.0,1.0,275.02,1.0,0.0,health_beauty,credit_card,5.0,-9.0,0.0,0
dc9d7738c8da323923a5205895d5b398,17.99,5.0,18,1.0,9,8.64,1.0,1.0,137.5,1.0,0.0,musical_instruments,credit_card,5.0,-15.0,0.0,0
1234ccd4e0b359525af98b7d68ea4a7a,49.1,6.0,26,1.0,18,22.06,1.0,1.0,1255.74,1.0,0.0,small_appliances,credit_card,5.0,-15.0,0.0,0
44adda057b51a700d1e287783b02516e,349.0,7.0,21,1.0,6,17.13,1.0,1.0,624.08,1.0,0.0,health_beauty,credit_card,4.0,-19.0,0.0,1
636b413d6b339d4687d7f18f9d89b2f6,53.96,1.0,37,3.0,8,57.68,1.0,2.0,1294.15,1.0,0.0,computers_accessories,credit_card,2.0,-29.0,0.0,0
f8e6b266119a106afd5e4b906532f33d,209.9,1.0,23,12.0,29,36.36,1.0,2.0,1104.43,1.0,0.0,housewares,credit_card,1.0,12.0,1.0,0
1abfa8521f9082c8472f8e180de00276,79.9,1.0,30,3.0,22,13.68,1.0,1.0,536.99,1.0,0.0,computers_accessories,credit_card,4.0,-28.0,0.0,0
817d2ffe84fb41de0fe97ee175584893,29.99,4.0,7,1.0,13,7.87,1.0,1.0,68.14,1.0,0.0,auto,boleto,5.0,-4.0,0.0,0
326489271c23dd3128b4480220e5232a,299.99,3.0,28,1.0,5,21.09,1.0,1.0,893.06,1.0,0.0,housewares,boleto,5.0,-20.0,0.0,1
61fe766e454d5e750b33250035b4311d,330.99,3.0,19,10.0,12,26.98,1.0,1.0,170.09,1.0,0.0,housewares,credit_card,3.0,-5.0,0.0,1
e57884a347f585cce8f8b6fb08ba39c2,44.9,1.0,15,2.0,19,8.64,1.0,1.0,138.19,1.0,0.0,bed_bath_table,credit_card,5.0,-14.0,0.0,0
5b3b19201bb81179198a9ce0d26ae56f,27.9,2.0,27,1.0,10,18.23,1.0,1.0,417.97,1.0,0.0,auto,credit_card,5.0,-20.0,0.0,1
6766edce443258b3bd49f1dddd519d42,59.9,6.0,21,1.0,28,23.0,1.0,1.0,451.84,1.0,0.0,auto,credit_card,5.0,-13.0,0.0,0
d26420cca939f78a409db32872c4c8f5,35.9,1.0,9,2.0,16,36.95,1.0,5.0,125.62,1.0,0.0,bed_bath_table,credit_card,4.0,-7.0,0.0,0
ff03923ad1eb9e32304deb7f9b2a45c9,110.32,1.0,14,2.0,6,13.21,1.0,1.0,178.95,1.0,0.0,health_beauty,credit_card,3.0,-13.0,0.0,1
27e9b1e70d716c00b7da47c9373cf241,85.0,5.0,17,1.0,3,12.5,1.0,1.0,10.89,1.0,0.0,housewares,debit_card,5.0,-14.0,0.0,0
4d28234ccc945685ca892f6184032215,13.65,1.0,18,1.0,2,7.39,1.0,1.0,107.52,1.0,0.0,electronics,debit_card,5.0,-15.0,0.0,1
9d42d5ee226121b6dc867197ce0529cc,69.9,1.0,30,5.0,29,16.15,1.0,1.0,670.21,1.0,0.0,bed_bath_table,credit_card,4.0,-21.0,0.0,1
821e75291b1ad362e614c0ea79fc95a6,160.0,2.0,26,2.0,5,19.0,1.0,1.0,464.05,1.0,0.0,health_beauty,credit_card,5.0,-13.0,0.0,1
cc44d1f72587f44e3af25f68f1db8cd2,49.9,2.0,30,1.0,23,22.06,1.0,1.0,1088.53,1.0,0.0,furniture_decor,credit_card,5.0,-17.0,0.0,1
956b26bb6b37e908eb589c6dbb14f058,38.9,3.0,15,1.0,7,9.44,1.0,1.0,92.43,1.0,0.0,toys,credit_card,5.0,-11.0,0.0,0
2b9bd15bf8e54b231c518790c55e5f92,49.9,1.0,31,2.0,30,7.87,1.0,1.0,49.31,1.0,0.0,health_beauty,credit_card,5.0,-29.0,0.0,1
1d7762ea2b16037b70804841d539021e,6.0,1.0,20,2.0,23,45.86,1.0,2.0,381.81,1.0,0.0,sports_leisure,credit_card,1.0,8.0,1.0,0
533bb817850cf3ad1d6e1ab3adf39fb0,64.99,1.0,25,4.0,20,41.15,1.0,1.0,2361.21,1.0,0.0,health_beauty,credit_card,3.0,7.0,1.0,0
65ebb9f59def91644b042a281aee857a,19.9,1.0,18,1.0,15,11.15,1.0,1.0,34.41,1.0,0.0,pet_shop,boleto,5.0,-14.0,0.0,0
3a66a10ff67722d7781250b228f01202,22.99,9.0,7,3.0,16,8.29,1.0,1.0,3.61,1.0,0.0,garden_tools,credit_card,4.0,-6.0,0.0,0
52d2eea3eef67fd5a005dabddd6b62b0,74.99,5.0,25,1.0,18,15.4,1.0,1.0,861.28,1.0,0.0,toys,credit_card,5.0,-15.0,0.0,0
41cd51ad091e9d4de0ebff718fb96f02,43.0,1.0,16,1.0,23,15.23,1.0,1.0,460.36,1.0,0.0,diapers_and_hygiene,boleto,5.0,-7.0,0.0,0
d08ebb7d89f6399c7107efc28ae86a23,27.9,1.0,17,1.0,3,7.39,1.0,1.0,105.28,1.0,0.0,food,boleto,5.0,-14.0,0.0,0
3b97119ab53db4ae0144dff13c2ee26b,558.9,,23,8.0,1,26.49,0.0,1.0,178.88,1.0,0.0,,credit_card,5.0,-13.0,0.0,1
da9a4eb4e164579e3b5d115ca0f114fb,53.5,1.0,23,1.0,7,12.81,1.0,1.0,83.43,1.0,0.0,health_beauty,boleto,5.0,-16.0,0.0,0
e890062c8472a5d59e3126065e8478d1,109.0,6.0,22,2.0,13,13.81,1.0,1.0,35.79,1.0,0.0,stationery,credit_card,3.0,-13.0,0.0,0
39230f9aaaab9eba3f6442ced520b1c9,58.5,2.0,18,1.0,16,11.86,1.0,1.0,62.62,1.0,0.0,toys,credit_card,5.0,-14.0,0.0,0
93eeb8745a219d35b7e32d796528b681,255.0,1.0,26,10.0,11,48.74,1.0,2.0,730.19,1.0,0.0,costruction_tools_garden,credit_card,5.0,-12.0,0.0,1
c1867eddd348156db74c8f64be7f860c,27.9,1.0,8,1.0,21,7.87,1.0,1.0,73.94,1.0,0.0,food,boleto,5.0,-4.0,0.0,0
47399ede3d8e67631b98b615bdf3d362,149.96,9.0,15,8.0,14,19.13,1.0,1.0,318.0,1.0,0.0,furniture_decor,credit_card,3.0,3.0,1.0,0
a8d9996df2746151fe72bc5beca5ae24,24.0,1.0,23,3.0,5,15.23,1.0,1.0,852.24,1.0,0.0,health_beauty,credit_card,5.0,-15.0,0.0,0
30302a2dfcea730160616fb856eb1231,62.0,4.0,9,1.0,5,11.15,1.0,1.0,16.64,1.0,0.0,housewares,credit_card,5.0,-2.0,0.0,0
f77d579f53190c292f9f54a4cebcc352,53.9,2.0,19,1.0,25,13.46,1.0,1.0,334.07,1.0,0.0,garden_tools,boleto,5.0,-12.0,0.0,0
378e62787b57eea9b2c037a12c6b8f59,189.0,2.0,23,1.0,10,27.4,1.0,1.0,739.12,1.0,0.0,housewares,boleto,5.0,-5.0,0.0,0
03ef7f03905227e15c7b6c860554b3cb,69.0,3.0,22,1.0,29,16.45,1.0,1.0,471.68,1.0,0.0,small_appliances,boleto,5.0,-14.0,0.0,1
59bdd2e2ec6a898fc5dd212ae3808f9d,24.9,2.0,14,1.0,24,11.15,1.0,1.0,11.27,1.0,0.0,bed_bath_table,credit_card,5.0,-10.0,0.0,0
1f097d54a793705323ec9d614bc7ca20,88.0,1.0,29,5.0,11,23.2,1.0,1.0,713.78,1.0,0.0,housewares,credit_card,5.0,-22.0,0.0,0
